"StationID","CollectionDateTime","Longitude","Latitude","Aluminum","Antimony","Arsenic","Barium","Beryllium","Cadmium","Calcium","Chromium","Copper","Hardness","Iron","Lead","Magnesium","Manganese","Nickel","Selenium","Silver","Thallium","Zinc"
"4ADEE000.06","2016-04-18","-79.9512","37.3316","1.34","0.04","0.35","56.7","0.2","0.1","64.6","0.65","0.64","224","20","0.1","15.3","6.95","0.48","0.33","0.01","0.02","1.9"
